json_path,sentence_idx,sentence_text,sentence_hash
"['segments', 6, 'content', 'text_elements', 1, 'content', 'title']",0,<strong>Create an interactive platform for technical knowledge and expertise sharing</strong>,35f4592936fdc12df236f74cfc23bd18ccab813fc5bef228b38b6fb88ace067a
"['segments', 6, 'content', 'text_elements', 1, 'content', 'body']",0,The Energy Academy aims to serve as a vibrant and collaborative platform for technical knowledge and expertise sharing among countries.,d4fe1255e746e6b2b85222a448f4e0dfad167bd3b1f85943bd7f087795c7b4d7
"['segments', 6, 'content', 'text_elements', 1, 'content', 'body']",1,"Through interactive modules, live webinars, discussion forums, and resource libraries, policymakers, government officials, and stakeholders will have access to a wealth of information, best practices, and case studies.",f7f2baba7a7bb08c476f846cf4a5e00044292656fb0b06e1ff5b48df301a2e90
"['segments', 6, 'content', 'text_elements', 1, 'content', 'body']",2,"This collaborative environment aims to foster cross-learning, facilitate peer-to-peer exchanges, and strengthen countries’ collective capacity to address energy-related challenges.",249a6c104b9a3f7ed68d04d313e8a130720fe6d4e8706efc4733cfd98909750f
"['segments', 7, 'content', 'intro']",0,M1: Introduction to Sustainable Energy System Transformation,6bf2c702d4e3ac9f44497b00ce2b69d6c6dba17ad3530bd948ce00d0ac6fec6a
"['segments', 7, 'content', 'title']",0,Target Audience,6fac1c5c870528959d0ed3fb6ca9d0c4a9d39b0410426c3aee66f80390c73994
"['segments', 8, 'content', 'text_elements', 0, 'content', 'text']",0,The Sustainable Energy Academy is specifically designed to support and empower countries in their pursuit of sustainable energy for development.,62a23754183dca8df24ea8528992d5cc9e35fa73cbcc9ba724640c784d76d394
"['segments', 8, 'content', 'text_elements', 0, 'content', 'text']",1,The primary target audience of the Energy Academy includes:,d66ec0226f6d98a34469f623df9bf6ac53814d3b5fded54bd73137015e663798
"['segments', 8, 'content', 'text_elements', 1, 'content', 'title']",0,<strong>UNDP Regional and Country Offices</strong>,8aa25c3f6e8ad561ff781a4bac1a9e5257c60b20e7b2abfb7daeac03c733da78
"['segments', 8, 'content', 'text_elements', 1, 'content', 'body']",0,"The Sustainable Energy Academy serves as a center of excellence, equipping UNDP staff in Regional and Country Offices with the technical knowledge and best practices in the field of energy.",ddc1fcd7c3946de48bcea5046ba33a6750816dca7f09581ff2146b235120dc3f
"['segments', 8, 'content', 'text_elements', 2, 'content', 'title']",0,<strong>Policymakers and Government Officials</strong>,0e32366eed5816c273574f286827ba7888957c499c88408e8e5ee3add4d23b74
"['segments', 8, 'content', 'text_elements', 2, 'content', 'body']",0,The Sustainable Energy Academy aims to inform and engage policymakers and government officials at national and subnational levels.,210129175f86c842491295c25b1f1b5df078be5f5097e4c78b1675b3308bec11
"['segments', 8, 'content', 'text_elements', 3, 'content', 'title']",0,<strong>National and International Energy Networks</strong>,c741f40b29fd7fa4237435c949a3bb38bd12f8342fb81f35e5ad630de5c11269
"['segments', 8, 'content', 'text_elements', 3, 'content', 'body']",0,The Sustainable Energy Academy actively engages with national and international energy networks to expand its reach and influence.,d88eb9b14b7006472c56034f58fc1ca9be40ef6af35e40ce019160b657cb4438
"['segments', 8, 'content', 'text_elements', 4, 'content', 'title']",0,<strong>Other Key Stakeholders</strong>,c5f03b2218c416b33d5f4d9d4fe326383f290bb4ed842d6ac8ca3cbfb77155a9
"['segments', 8, 'content', 'text_elements', 4, 'content', 'body']",0,"Recognizing the importance of comprehensive and inclusive stakeholder engagement, the Academy collaborates with a wide range of entities integral to the success of sustainable energy initiatives.",69821ee2e55264e8092756677dd8d8c24c0b16d99b5dbf83cfb7939903c9dfbc
"['segments', 8, 'content', 'text_elements', 4, 'content', 'body']",1,"This includes representatives from civil society organizations- notably youth and women's groups, private sector, financial institutions, academia, and research organizations.",c209e6c87b9900528c827d5f4ec80bb68162491e224b74748b17c6091a87750f
"['segments', 8, 'content', 'text_elements', 4, 'content', 'body']",2,"By fostering multi-stakeholder dialogues and partnerships, UNDP can promote collective action, knowledge sharing, and collaboration towards achieving sustainable energy goals.",c030cfcc0d2363da58322cc2d1b568fdaf69bba6e2852bbb969a5e076a206e0a
"['segments', 9, 'content', 'text_elements', 0, 'content', 'text']",0,<strong>The Sustainable Energy Academy is not limited to technical experts; it actively engages young people and diverse demographics.,9b114e80f8401bc1fd0a552bbd55683a52ddff60a31f8ee419e10e08cd9af7d0
"['segments', 9, 'content', 'text_elements', 0, 'content', 'text']",1,"<br /></strong><br />Recognizing the cross-cutting nature of energy issues, the Sustainable Energy Academy also aims to engage stakeholders from diverse sectors such as health, social policy and gender equality, climate change, digital and data, governance, and finance.",c68af9209bca8c2dadc0c012a43e382dd9df1a34069b6c44729ce958846ef5d5
"['segments', 9, 'content', 'text_elements', 0, 'content', 'text']",2,"By fostering interdisciplinary collaboration and knowledge exchange, we seek to address the complex interactions between energy and these interconnected sectors, ensuring a holistic and integrated approach to sustainable development.",bfc84939e33392e6f3d982b985e5fc37717b4e792342c322507ff619cb8878fe
"['segments', 10, 'content', 'intro']",0,M1: Introduction to Sustainable Energy System Transformation,6bf2c702d4e3ac9f44497b00ce2b69d6c6dba17ad3530bd948ce00d0ac6fec6a
"['segments', 10, 'content', 'title']",0,Modules of the Sustainable Energy Academy,9515df3860e3573383d8afce92b70c5de9071a2f632b457c35257d8e69f02ce6
"['segments', 11, 'content', 'text_elements', 0, 'content', 'text']",0,"Designed around the SEH pillars, the Academy modules include:",ebb00615b29dc62370ef2f47d86b5523a82e89b43b5d42014413638dd48ac75c
"['segments', 11, 'content', 'text_elements', 1, 'content', 'body']",0,<strong>Module 1.,5fcdf41691f571428c7c22bb99d1cbcdd57684be33919df991cadb8aae284c39
"['segments', 11, 'content', 'text_elements', 1, 'content', 'body']",1,</strong>Introduction to Sustainable Energy System Transformation,55ab2dfa9c984837a39bfc4998ccd71d1f55551423afbe9ab37ec718fff84767
"['segments', 11, 'content', 'text_elements', 2, 'content', 'body']",0,<strong>Module 2.,6ce132b506cc810697a81159a100981b15cdd4fd57758bcb7547b942e71b9cfa
"['segments', 11, 'content', 'text_elements', 2, 'content', 'body']",1,</strong>Energy Access and Inclusive Energy Services,c4239ac138a237fa5da39f2b3df8e02feecf31d8ab452f41882a9b63e5448660
"['segments', 11, 'content', 'text_elements', 3, 'content', 'body']",0,<strong>Module 3.,dc36d576802fea71a8a3f2fbd08aa2ab634ae6bf2be1d1204117b2956692cfed
"['segments', 11, 'content', 'text_elements', 3, 'content', 'body']",1,</strong>Just Energy Transition,3434cacdf440993094f7825d5e2f3a86a424f05d69bba2071eb1370d47e6145e
"['segments', 11, 'content', 'text_elements', 4, 'content', 'body']",0,<strong>Module 4.</strong> Sustainable Energy Finance,822154ba2340cc8114206573d755d6ebe38fbb5d95aae6f209b4161d9e399b2b
"['segments', 11, 'content', 'text_elements', 5, 'content', 'body']",0,<strong>Module 5.</strong> Energy Governance,fb7efd3a847247cbb3d50d65ed4196eb3260631d68ab6472b1c7065dd71a5fd0
"['segments', 11, 'content', 'text_elements', 6, 'content', 'body']",0,<strong>Module 6.</strong> Climate Change - Energy Nexus,e6126101837795c539f7fa1ddf32ea9c865abcbd9d5fa02db86a79726690f29c
"['segments', 11, 'content', 'text_elements', 7, 'content', 'body']",0,<strong>Module 7.,dfb948aff6448bd481068dedd4aa296acc8616d0339f471767e1cbbc9f4d6a1f
"['segments', 11, 'content', 'text_elements', 7, 'content', 'body']",1,</strong>Data in Sustainable Energy,6cddcd59c8cb95501fd541fd9806e8e40fa7989d6eba70449468befb7f2dbf7a
"['segments', 11, 'content', 'text_elements', 8, 'content', 'body']",0,<strong>Module 8.,196bbb088860798dcfd83c3e69c42fac2bdb1c526aebeb743766d99dd94bdd25
"['segments', 11, 'content', 'text_elements', 8, 'content', 'body']",1,</strong>Innovation and Future of Renewable Energy,d14ec6e0fb1f526c0857ca5538b71a451c957dc93731bee26306e6d712f967cb
"['segments', 12, 'content', 'intro']",0,Next up,c5ae65235e0aa6ba5ccb0c1985dff33587cba83fec6429f303918aef2e0de793
"['segments', 12, 'content', 'title']",0,Module 1 Introduction,7be3824d14678d9b4af5ba14144b7c048440ec5976c6277f7d5f575eced00775
"['segments', 12, 'content', 'cta']",0,Continue learning,26e5b147b6230987157228e88aa404ab99148aba65ccdf5ac9262c477935a2a9
